12	CHN-ANH-ANQ-WAN	Wangjiang Xian	CHN	China	116.683198	30.240487	0.125234	[[[116.89985000147645, 30.357350013092724], [116.91504989303812, 30.25194992075229], [116.74655021921728, 30.056749825943754], [116.5926501394924, 30.046949913607726], [116.45465007354213, 30.149549966757608], [116.43895015892284, 30.320850129429935], [116.49424992029762, 30.378949929995283], [116.7979500705394, 30.42355000732704], [116.89985000147645, 30.357350013092724]]]
13	CHN-ANH-ANQ-YUE	Yuexi Xian	CHN	China	116.207341	30.895901	0.224841	[[[116.5181498533332, 31.018649830525316], [116.44784984989074, 30.80334988798701], [116.23935013100382, 30.65745017718398], [115.88314980891661, 30.698550093112356], [115.83095001063452, 30.760150055081084], [115.85165015583007, 30.861549962960424], [116.05804995773937, 30.96134997691993], [116.02784982411012, 31.0117497821268], [116.07955004899569, 31.08944985702531], [116.19725016896018, 31.056849882516094], [116.34145016109608, 31.167250205432698], [116.43055004135135, 31.141249906657922], [116.54575004602782, 31.175550048595937], [116.5181498533332, 31.018649830525316]]]
14	CHN-ANH-ANQ-ZON	Zongyang Xian	CHN	China	117.372949	30.858672	0.177753	[[[117.73445007291268, 30.971649912313673], [117.70374991712501, 30.80295013933754], [117.21645002714705, 30.626349823085988], [117.13674986001811, 30.738149940767226], [117.08134982423508, 30.95324978325096], [117.15555018739133, 31.08135011301736], [117.37044993161905, 30.968250025318447], [117.73445007291268, 30.971649912313673]]]
15	CHN-ANH-BAN	Bangbu Shi	CHN	China	117.327012	33.106286	0.567212	[[[117.29855003425675, 33.48734995683513], [117.44345014860548, 33.36474988070253], [117.63925009121877, 33.3288498448445], [117.79215012482847, 33.277650092677675], [117.96494990701265, 33.33294985405256], [117.92995009162345, 33.23065017446603], [118.06914985408255, 33.14074989758977], [118.03134999950298, 33.01255019273726], [117.76024982377044, 33.036450125772745], [117.66344994815668, 32.915350118812924], [117.54255004035215, 32.95405019386142], [117.468150028601, 32.86455011529566], [117.257950141386, 32.82854980502957], [117.18724993963306, 32.73174992941573], [117.06714997968785, 32.72605002628775], [116.81654984909629, 32.88694997915827], [116.7457498225963, 33.05404985731511], [116.826249935786, 33.21494981018563], [116.7957498791536, 33.305150010964304], [116.92354983445736, 33.304449889650755], [117.09015014011698, 33.280549956615275], [117.07295015632471, 33.390050058163666], [117.29855003425675, 33.48734995683513]]]
16	CHN-ANH-CHA	Chaohu Diqu	CHN	China	117.778647	31.463777	0.888873	[[[118.34455013817845, 31.94775021110339], [118.48745016029673, 31.844950059697588], [118.46934995603564, 31.781550104653647], [118.34435003902324, 31.472549799933372], [118.28865007933777, 31.437849909345886], [118.31915013686944, 31.29425021377641], [118.16855011939259, 31.26735014329454], [118.00164988983056, 31.10684993907349], [117.80434987804446, 31.133349812144154], [117.73445007291268, 30.971649912313673], [117.37044993161905, 30.968250025318447], [117.15555018739133, 31.08135011301736], [117.0353499521386, 31.260150170993686], [117.12075002239568, 31.46094989452204], [117.23674997313273, 31.50764988883135], [117.46575018772103, 31.590650118208455], [117.80334983192931, 31.99794991715497], [118.06955005239313, 31.845849830505315], [118.38045017493576, 32.049249943729954], [118.34455013817845, 31.94775021110339]]]
17	CHN-ANH-CHI	Chizhou Diqu	CHN	China	117.372803	30.284707	0.794429	[[[117.97934985071517, 30.838350153037222], [118.11775011587522, 30.71835001693979], [118.09105014364927, 30.641949912058866], [117.9719497801583, 30.512449788427023], [117.98004997292799, 30.360249877030235], [117.84015008915537, 30.264049849221244], [117.84985017674435, 30.187950117903675], [117.2068502139663, 29.933750002061046], [117.0751498980494, 29.823350128805462], [117.13095013214301, 29.783749831489573], [117.08924991874886, 29.693750179527203], [116.81845011657975, 29.559550198882636], [116.6935500243143, 29.601849810420447], [116.66184982241145, 29.704949886628043], [116.90714979852444, 29.940650049560194], [116.74655021921728, 30.056749825943754], [116.91504989303812, 30.25194992075229], [116.89985000147645, 30.357350013092724], [117.003750024644, 30.495050155140582], [117.21695005020467, 30.475550156114853], [117.21645002714705, 30.626349823085988], [117.70374991712501, 30.80295013933754], [117.79464979045558, 30.750449967492013], [117.97934985071517, 30.838350153037222]]]
18	CHN-ANH-CHU	Chuxian Diqu	CHN	China	118.096978	32.545663	1.297453	[[[118.2384499236251, 33.1883501132672], [118.28995004935545, 32.97535018686173], [118.23924987058514, 32.85394980633856], [118.36954994207622, 32.81284989041018], [118.31255001237318, 32.77764997676507], [118.40255011399665, 32.7075500724779], [118.70305002673737, 32.71135015778361], [118.85294992200133, 32.957650180011846], [119.0086499948014, 32.952850048590875], [119.10305002953537, 32.82314982580384], [119.18815017499057, 32.820849809670996], [119.22134999730463, 32.58864980814222], [119.07535001209345, 32.480649775766615], [118.88725006393943, 32.58775003643504], [118.5710497878175, 32.5872500133775], [118.70885020427352, 32.304849855236675], [118.54885002311018, 32.17465005905302], [118.40415000791657, 32.213549783595695], [118.38045017493576, 32.049249943729954], [118.06955005239313, 31.845849830505315], [117.80334983192931, 31.99794991715497], [117.87165019280229, 32.06555015581512], [117.83395016296967, 32.22265002337992], [117.43265019015419, 32.22834992650799], [117.42814998263565, 32.37334986560383], [117.35584988786206, 32.378850119237626], [117.36955015991205, 32.4593497827663], [117.21114987266854, 32.46535005945772], [117.18285000652267, 32.60565014154085], [117.18724993963306, 32.73174992941573], [117.257950141386, 32.82854980502957], [117.468150028601, 32.86455011529566], [117.54255004035215, 32.95405019386142], [117.66344994815668, 32.915350118812924], [117.76024982377044, 33.036450125772745], [118.03134999950298, 33.01255019273726], [118.06914985408255, 33.14074989758977], [118.2384499236251, 33.1883501132672]]]
19	CHN-ANH-FUY-BOZ	Bozhou Shi	CHN	China	115.798764	33.779547	0.219609	[[[115.76914994951059, 34.07334998991021], [115.91904984477455, 34.01774985497188], [116.00355014332453, 33.99555009116384], [115.97774994280567, 33.91065004396439], [116.06175021829804, 33.78385013477596], [115.98984987127463, 33.66514996869612], [116.018049911774, 33.56915004004233], [115.8959498595984, 33.600150120631625], [115.88225003720952, 33.421350061756016], [115.62504978212176, 33.579850173746564], [115.58765012675205, 33.719549958363906], [115.62925006573798, 33.86304982828696], [115.54785018084127, 33.88005016258504], [115.64435013255269, 34.06175008449888], [115.76914994951059, 34.07334998991021]]]
20	CHN-ANH-FUY-FUY	Fuyang Shi Shixiaqu	CHN	China	115.820775	32.948389	0.174548	[[[115.81475007385689, 33.148249793793056], [116.19584992453446, 32.89284998144153], [116.13135009862822, 32.75445016594241], [116.06854999138912, 32.818350144043976], [115.95444985847432, 32.79434993749962], [115.76194997810912, 32.77805017507556], [115.61314995370746, 32.90785022260974], [115.45764998006258, 32.861149778639415], [115.50824988442466, 33.02075021115336], [115.5337501601418, 33.083849792633856], [115.81475007385689, 33.148249793793056]]]
21	CHN-ANH-FUY-FUN	Funan Xian	CHN	China	115.642352	32.651058	0.182406	[[[115.95444985847432, 32.79434993749962], [115.95264986539902, 32.59504983348312], [115.82575013056419, 32.50604977707561], [115.59234998376488, 32.42154992908601], [115.4226501646734, 32.571850022660456], [115.27085000192608, 32.59025015172317], [115.30124978504959, 32.6947500226954], [115.45575016224032, 32.66415014041668], [115.45764998006258, 32.861149778639415], [115.61314995370746, 32.90785022260974], [115.76194997810912, 32.77805017507556], [115.95444985847432, 32.79434993749962]]]
22	CHN-ANH-FUY-GUO	Guoyang Xian	CHN	China	116.210181	33.552346	0.204484	[[[116.40494994088715, 33.795450040187205], [116.53614978318606, 33.605350000701975], [116.52445005302768, 33.46634988773716], [116.25664993954312, 33.35645003753929], [115.90475017548036, 33.34574990473433], [115.88225003720952, 33.421350061756016], [115.8959498595984, 33.600150120631625], [116.018049911774, 33.56915004004233], [115.98984987127463, 33.66514996869612], [116.06175021829804, 33.78385013477596], [116.15365013774377, 33.70335002158627], [116.40494994088715, 33.795450040187205]]]
23	CHN-ANH-FUY-JIE	Jieshou Shi	CHN	China	115.383558	33.219394	0.061678	[[[115.3919500088858, 33.501549802281644], [115.42764994558854, 33.153849871274616], [115.5337501601418, 33.083849792633856], [115.50824988442466, 33.02075021115336], [115.39315015415644, 33.01855001976766], [115.23574991302819, 33.13104981000079], [115.35165003991747, 33.322949842561236], [115.3032498772801, 33.42805001099924], [115.3919500088858, 33.501549802281644]]]
24	CHN-ANH-FUY-LIN	Linquan Xian	CHN	China	115.232563	32.904279	0.180482	[[[114.96864992085727, 33.14814996904592], [115.06015009255282, 33.082350173122094], [115.23574991302819, 33.13104981000079], [115.39315015415644, 33.01855001976766], [115.50824988442466, 33.02075021115336], [115.45764998006258, 32.861149778639415], [115.45575016224032, 32.66415014041668], [115.30124978504959, 32.6947500226954], [115.27085000192608, 32.59025015172317], [115.16924999489144, 32.603150026252806], [115.17754983805469, 32.65745019117345], [115.18424978729783, 32.84865010242035], [114.8806499114643, 32.97465006464881], [114.8910501212662, 33.08335021923725], [114.96864992085727, 33.14814996904592]]]
25	CHN-ANH-FUY-LIX	Lixin Xian	CHN	China	116.153189	33.149914	0.199234	[[[116.25664993954312, 33.35645003753929], [116.44454978764274, 33.25665002357978], [116.46064990057252, 33.1332500013865], [116.32724986598865, 33.10245002085186], [116.36284997884351, 33.00634981689055], [116.37984986258121, 32.89025004140636], [116.19584992453446, 32.89284998144153], [115.81475007385689, 33.148249793793056], [115.8333498515145, 33.24175005681973], [115.90744994026258, 33.233450213656496], [115.90475017548036, 33.34574990473433], [116.25664993954312, 33.35645003753929]]]
26	CHN-ANH-FUY-MEN	Mengcheng Xian	CHN	China	116.582092	33.208312	0.211814	[[[116.7957498791536, 33.305150010964304], [116.826249935786, 33.21494981018563], [116.7457498225963, 33.05404985731511], [116.81654984909629, 32.88694997915827], [116.38674991097973, 33.00125021212763], [116.36284997884351, 33.00634981689055], [116.32724986598865, 33.10245002085186], [116.46064990057252, 33.1332500013865], [116.44454978764274, 33.25665002357978], [116.25664993954312, 33.35645003753929], [116.52445005302768, 33.46634988773716], [116.78834980769756, 33.42304978042308], [116.7957498791536, 33.305150010964304]]]
27	CHN-ANH-FUY-TAI	Taihe Xian	CHN	China	115.634941	33.331369	0.182416	[[[115.88225003720952, 33.421350061756016], [115.90475017548036, 33.34574990473433], [115.90744994026258, 33.233450213656496], [115.8333498515145, 33.24175005681973], [115.81475007385689, 33.148249793793056], [115.5337501601418, 33.083849792633856], [115.42764994558854, 33.153849871274616], [115.3919500088858, 33.501549802281644], [115.62504978212176, 33.579850173746564], [115.88225003720952, 33.421350061756016]]]
